0.0562864 0.010989 1 2850 1 0.0562864 cleantest_063
0.0611578 0.021978 2 2850 1 0.0611578 cleantest_094
0.076056 0.032967 3 2850 1 0.076056 cleantest_095
0.087555 0.043956 4 2850 1 0.087555 cleantest_092
0.0913387 0.0549451 5 2850 1 0.0913387 cleantest_022
0.107935 0.0659341 6 2850 1 0.107935 cleantest_006
0.121099 0.0769231 7 2850 1 0.121099 cleantest_062
0.132916 0.0879121 8 2850 1 0.132916 cleantest_034
0.142436 0.0989011 9 2850 1 0.142436 cleantest_011
0.146878 0.10989 10 2850 1 0.146878 cleantest_010
0.155136 0.120879 11 2850 1 0.155136 cleantest_098
0.156914 0.131868 12 2850 1 0.156914 cleantest_032
0.158756 0.142857 13 2850 1 0.158756 cleantest_012
0.160149 0.153846 14 2850 1 0.160149 cleantest_044
0.168255 0.164835 15 2850 1 0.168255 cleantest_020
0.1696 0.175824 16 2850 1 0.1696 cleantest_014
0.176507 0.186813 17 2850 1 0.176507 cleantest_050
0.185037 0.197802 18 2850 1 0.185037 cleantest_075
0.189888 0.208791 19 2850 1 0.189888 cleantest_061
0.190837 0.21978 20 2850 1 0.190837 cleantest_023
0.192032 0.230769 21 2850 1 0.192032 cleantest_035
0.195577 0.241758 22 2850 1 0.195577 cleantest_096
0.202366 0.252747 23 2850 1 0.202366 cleantest_033
0.20343 0.263736 24 2850 1 0.20343 cleantest_026
0.207983 0.274725 25 2850 1 0.207983 cleantest_071
0.208303 0.285714 26 2850 1 0.208303 cleantest_046
0.211157 0.296703 27 2850 1 0.211157 cleantest_082
0.212639 0.307692 28 2850 1 0.212639 cleantest_069
0.212758 0.318681 29 2850 1 0.212758 cleantest_091
0.21758 0.32967 30 2850 1 0.21758 cleantest_021
0.217815 0.340659 31 2850 1 0.217815 cleantest_045
0.220776 0.351648 32 2850 1 0.220776 cleantest_077
0.221212 0.362637 33 2850 1 0.221212 cleantest_040
0.227567 0.373626 34 2850 1 0.227567 cleantest_068
0.227629 0.384615 35 2850 1 0.227629 cleantest_047
0.230487 0.395604 36 2850 1 0.230487 cleantest_070
0.237171 0.406593 37 2850 1 0.237171 cleantest_090
0.239676 0.417582 38 2850 1 0.239676 cleantest_079
0.245743 0.428571 39 2850 1 0.245743 cleantest_007
0.251405 0.43956 40 2850 1 0.251405 cleantest_083
0.251807 0.450549 41 2850 1 0.251807 cleantest_036
0.253698 0.461538 42 2850 1 0.253698 cleantest_005
0.255098 0.472527 43 2850 1 0.255098 cleantest_029
0.255488 0.483516 44 2850 1 0.255488 cleantest_086
0.255878 0.494505 45 2850 1 0.255878 cleantest_085
0.259081 0.505495 46 2850 1 0.259081 cleantest_064
0.262631 0.516484 47 2850 1 0.262631 cleantest_009
0.263782 0.527473 48 2850 1 0.263782 cleantest_028
0.271481 0.538462 49 2850 1 0.271481 cleantest_003
0.277961 0.549451 50 2850 1 0.277961 cleantest_080
0.281504 0.56044 51 2850 1 0.281504 cleantest_073
0.283792 0.571429 52 2850 1 0.283792 cleantest_015
0.28818 0.582418 53 2850 1 0.28818 cleantest_031
0.291091 0.593407 54 2850 1 0.291091 cleantest_004
0.29562 0.604396 55 2850 1 0.29562 cleantest_017
0.297568 0.615385 56 2850 1 0.297568 cleantest_097
0.299582 0.626374 57 2850 1 0.299582 cleantest_024
0.299958 0.637363 58 2850 1 0.299958 cleantest_060
0.301124 0.648352 59 2850 1 0.301124 cleantest_074
0.30321 0.659341 60 2850 1 0.30321 cleantest_000
0.304816 0.67033 61 2850 1 0.304816 cleantest_088
0.304991 0.681319 62 2850 1 0.304991 cleantest_038
0.30694 0.692308 63 2850 1 0.30694 cleantest_087
0.307652 0.703297 64 2850 1 0.307652 cleantest_008
0.310537 0.714286 65 2850 1 0.310537 cleantest_041
0.311558 0.725275 66 2850 1 0.311558 cleantest_072
0.317267 0.736264 67 2850 1 0.317267 cleantest_013
0.329483 0.747253 68 2850 1 0.329483 cleantest_049
0.332243 0.758242 69 2850 1 0.332243 cleantest_001
0.338716 0.769231 70 2850 1 0.338716 cleantest_027
0.341308 0.78022 71 2850 1 0.341308 cleantest_039
0.34488 0.791209 72 2850 1 0.34488 cleantest_093
0.351394 0.802198 73 2850 1 0.351394 cleantest_043
0.352821 0.813187 74 2850 1 0.352821 cleantest_048
0.35795 0.824176 75 2850 1 0.35795 cleantest_099
0.360347 0.835165 76 2850 1 0.360347 cleantest_002
0.37453 0.846154 77 2850 1 0.37453 cleantest_078
0.37958 0.857143 78 2850 1 0.37958 cleantest_066
0.385258 0.868132 79 2850 1 0.385258 cleantest_019
0.387037 0.879121 80 2850 1 0.387037 cleantest_018
0.392105 0.89011 81 2850 1 0.392105 cleantest_030
0.392372 0.901099 82 2850 1 0.392372 cleantest_067
0.421531 0.912088 83 2850 1 0.421531 cleantest_089
0.424269 0.923077 84 2850 1 0.424269 cleantest_016
0.425379 0.934066 85 2850 1 0.425379 cleantest_042
0.42669 0.945055 86 2850 1 0.42669 cleantest_084
0.43102 0.956044 87 2850 1 0.43102 cleantest_065
0.436288 0.967033 88 2850 1 0.436288 cleantest_081
0.488487 0.978022 89 2850 1 0.488487 cleantest_076
0.498655 0.989011 90 2850 1 0.498655 cleantest_025
0.508027 1 91 2850 1 0.508027 cleantest_037
